ENSID	Gene	Nearest_gene	Fine_mapping	Expression	Protein	fastBAT	HMAGMA	PsyOPS	Chrom_b37	pos_start_b37	pos_end_b37	Chrom_b38	pos_start_b38	pos_end_b38
ENSG00000185920	PTCH1	TRUE	TRUE	TRUE	FALSE	TRUE	TRUE	TRUE	9	98205262	98279339	chr9	95442980	95517057
ENSG00000271314	RP11-435O5.6	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	98257206	98257661	chr9	95494924	95495379
ENSG00000271155	RP11-435O5.5	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	98268517	98269918	chr9	95506235	95507636
ENSG00000271659	RP11-435O5.4	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	98276327	98276802	chr9	95514045	95514520
ENSG00000229345	RP11-332M4.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	98361827	98368568	chr9	95599438	95606326
ENSG00000224546	EIF4BP3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	98908289	98910138	chr9	96146007	96147856
ENSG00000130948	HSD17B3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	98997588	99064434	chr9	96235306	96302176
ENSG00000130958	SLC35D2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	99082988	99145992	chr9	96313444	96383711
ENSG00000136938	ANP32B	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9	100745643	100778225	chr9	97983341	98015943
ENSG00000212521	RNU6-918P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	100794512	100794617	chr9	98032230	98032335
ENSG00000136928	GABBR2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9	101050391	101471479	chr9	98288109	98708935
ENSG00000106799	TGFBR1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9	101866320	101916474	chr9	99104038	99154192
ENSG00000255815	KRT8P11	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	102067394	102068893	chr9	99305176	99306611
ENSG00000271086	NAMA	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	102117619	102139522	chr9	99355337	99377240
ENSG00000237461	RP11-554F20.1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	102348068	102582171	chr9	99396987	99819921
ENSG00000255145	STX17-DT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	102648608	102668883	chr9	99397024	99906605
ENSG00000119509	INVS	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	102861538	103063282	chr9	100099243	100302175
ENSG00000234323	LINC01505	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	9	109040673	109367076	chr9	105993310	106740875
ENSG00000148143	ZNF462	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	109625378	109775915	chr9	106863166	107013634
ENSG00000230782	RP11-508N12.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	109737114	109865269	chr9	106974833	107102988
ENSG00000231562	RPL7AP44	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	109741057	109741835	chr9	106978776	106979554
ENSG00000148154	UGCG	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	114659046	114697649	chr9	111896814	111935369
ENSG00000106868	SUSD1	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9	114803065	114937688	chr9	112040783	112175297
ENSG00000230081	HSPE1P28	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	115043258	115043615	chr9	112280978	112281335
ENSG00000148219	ASTN2	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	TRUE	9	119187504	120177348	chr9	116423112	117415070
ENSG00000229105	ASTN2-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	119266562	119324572	chr9	116504283	116562293
ENSG00000233516	RP11-388N2.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120224572	120228538	chr9	117462294	117466260
ENSG00000233569	RP11-500B12.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120410884	120419305	chr9	117643151	117657032
ENSG00000235133	RPL35AP22	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120447532	120447866	chr9	117685254	117685588
ENSG00000136869	TLR4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120466610	120479149	chr9	117704175	117724735
ENSG00000201444	RNU6-1082P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120470274	120470380	chr9	117707996	117708102
ENSG00000251847	snoZ13_snr52	TRUE	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	9	120493653	120493749	chrNA		
ENSG00000228512	RP11-281A20.2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	120545726	120630349	chrNA		
ENSG00000231901	RP11-281A20.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	120602600	120659534	chr9	117840322	117897256
ENSG00000260970	RP11-295D22.1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	122257653	122286403	chr9	119495375	119524125
ENSG00000261432	LINC01613	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	122697331	122700110	chr9	119935053	119937832
ENSG00000229245	RP11-542K23.7	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	125165686	125211256	chrNA		
ENSG00000233425	KRT18P67	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125599836	125601099	chr9	122837557	122838820
ENSG00000056586	RC3H2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	9	125606835	125667620	chr9	122844556	122905359
ENSG00000212447	SNORD90	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	125642492	125642602	chr9	122880213	122880323
ENSG00000186130	ZBTB6	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	125670335	125675609	chr9	122908056	122913323
ENSG00000171448	ZBTB26	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	125677845	125693779	chr9	122915566	122931512
ENSG00000261094	RP11-355O1.11	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125699902	125702612	chr9	122937623	122940333
ENSG00000011454	RABGAP1	FALSE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	9	125703112	125867145	chr9	122940833	123104866
ENSG00000213216	RP11-355O1.7	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125791652	125792032	chr9	123029373	123029753
ENSG00000188394	GPR21	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125796806	125797975	chr9	123033667	123035665
ENSG00000225078	RP11-123N4.4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125824124	125825591	chr9	123061845	123063312
ENSG00000236901	MIR600HG	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	125871773	125877756	chr9	123109494	123115477
ENSG00000165209	STRBP	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	125871779	126030855	chr9	123109500	123268586
ENSG00000148204	CRB2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	126118449	126142603	chr9	123356170	123380324
ENSG00000119522	DENND1A	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	9	126141933	126692431	chr9	123379654	123930152
ENSG00000230826	RP11-417B4.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	126498716	126514220	chr9	123736437	123751941
ENSG00000229115	RP11-417B4.3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	126521499	126522054	chr9	123759220	123759775
ENSG00000234881	PIGFP2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	126605315	126605965	chr9	123843036	123843686
ENSG00000231744	RP11-164H5.1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127360986	127361859	chr9	124598707	124599580
ENSG00000136918	WDR38	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127615755	127620160	chr9	124853417	124857890
ENSG00000136950	ARPC5L	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127624409	127640003	chr9	124862130	124877733
ENSG00000136935	GOLGA1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127640646	127710771	chr9	124878275	124948492
ENSG00000173611	SCAI	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	127704887	127905785	chr9	124942608	125143528
ENSG00000177736	FXNP2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127730573	127731223	chr9	124968294	124968840
ENSG00000119414	PPP6C	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	127908852	127952218	chr9	125146573	125189939
ENSG00000235332	RPSAP76	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	127956928	127958100	chr9	125194649	125195821
ENSG00000136933	RABEPK	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	127962821	127996437	chr9	125200542	125234161
ENSG00000044574	HSPA5	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	127997132	128003609	chr9	125234853	125241382
ENSG00000239705	HSPA5-DT	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	128003942	128019297	chr9	125241663	125257071
ENSG00000165219	GAPVD1	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9	128024073	128129486	chr9	125261794	125367207
ENSG00000214593	RP11-65N13.6	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	128026124	128026369	chr9	125263845	125264090
ENSG00000167081	PBX3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	128509624	128729656	chr9	125747345	125967377
ENSG00000177125	ZBTB34	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	129622944	129648157	chr9	126860639	126885878
ENSG00000136828	RALGPS1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	9	129677053	129985445	chr9	126914774	127223166
ENSG00000136859	ANGPTL2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	9	129849611	129885162	chr9	127087348	127122635
ENSG00000228487	RP13-225O21.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	129976314	129984186	chr9	127213783	127221907
ENSG00000136895	GARNL3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	129986544	130155939	chr9	127224265	127393660
ENSG00000148358	GPR107	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	132815705	132902448	chr9	130053426	130140169
ENSG00000196979	GPRACR	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	132902889	132906498	chr9	130140610	130144219
ENSG00000107130	NCS1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	9	132934857	132999583	chr9	130172404	130237303
ENSG00000125485	DDX31	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	135468384	135545788	chr9	132592997	132670401
ENSG00000235106	BRD3OS	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	136890561	136899788	chr9	134025481	134034666
ENSG00000169925	BRD3	TRUE	FALSE	TRUE	FALSE	TRUE	TRUE	FALSE	9	136895427	136933657	chr9	134030305	134068535
ENSG00000235138	RP11-374P20.4	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	136919412	136923927	chr9	134054290	134058805
ENSG00000271525	ARF4P1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	136944026	136944566	chr9	134078904	134079444
ENSG00000273249	WDR5-DT	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	136997364	137000894	chr9	134132242	134135772
ENSG00000196363	WDR5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	9	137000487	137025093	chr9	134135365	134159968
ENSG00000228877	RP11-473E2.4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	137419028	137437090	chr9	134527182	134545244
ENSG00000130635	COL5A1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	137533620	137736686	chr9	134641803	134844843
ENSG00000085265	FCN1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	137801431	137809809	chr9	134903232	134917912
ENSG00000236403	RP11-447M12.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	137828997	137835041	chr9	134936524	134943207
ENSG00000130558	OLFM1	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	9	137967268	138013025	chr9	135075422	135121180
ENSG00000225361	PPP1R26-AS1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	138354573	138372623	chr9	135462727	135480777
ENSG00000165684	SNAPC4	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	139270029	139293249	chr9	136375567	136400176
ENSG00000148396	SEC16A	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	139334549	139372141	chr9	136440096	136483759
ENSG00000187922	LCN10	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	139632619	139637808	chr9	136738167	136743356
ENSG00000169583	CLIC3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	139889087	139891255	chr9	136994608	136996568
ENSG00000107331	ABCA2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	9	139901686	139923367	chr9	137007234	137028915
ENSG00000177239	MAN1B1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	139981379	140003635	chr9	137086857	137109189
ENSG00000197191	CYSRT1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	140119087	140120763	chr9	137225174	137226315
ENSG00000198569	SLC34A3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	140125209	140131006	chr9	137230757	137236555
ENSG00000188986	NELFB	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	9	140149625	140167998	chr9	137255327	137273542
ENSG00000198435	NRARP	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	140194083	140196703	chr9	137299631	137302271
ENSG00000187609	EXD3	TRUE	TRUE	FALSE	FALSE	TRUE	TRUE	FALSE	9	140201348	140317714	chr9	137306896	137423211
ENSG00000188747	NOXA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	9	140317802	140328858	chr9	137423350	137434406
ENSG00000286474		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	11313397	11436244
ENSG00000275130		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr9	11618496	11618621
ENSG00000285784		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	11618530	12058227
ENSG00000288556		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	13738537	13744191
ENSG00000285169		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	16982723	16989647
ENSG00000284418		FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr9	22703516	23438700
ENSG00000283982		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	23500691	23672387
ENSG00000287843		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	23826491	23828877
ENSG00000207032	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	34389943	34390051
ENSG00000281649	EBLN3P	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr9	37079645	37090928
ENSG00000200502	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	37160137	37160237
ENSG00000206784	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr9	37322259	37322371
ENSG00000201074	Y_RNA	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE				chr9	93417855	93417966
ENSG00000282886	PTMAP12	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE				chr9	94347234	94347563
ENSG00000287955		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	99359336	99371887
ENSG00000285820		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	116838144	116877264
ENSG00000285082		FALSE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	117704157	118083691
ENSG00000284977		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	117759390	118306252
ENSG00000286718		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	122940539	122941260
ENSG00000222351	RNY1P15	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	122945988	122946094
ENSG00000279935		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	134992958	134995854
ENSG00000288234		FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE				chr9	137294935	137300189
ENSG00000185736	ADARB2	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	10	1228073	1779670	chr10	1177313	1737525
ENSG00000264261	AC024908.1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	2495329	2495418	chrNA		
ENSG00000235281	RP11-526P5.2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	2543975	2609431	chr10	2501600	2618739
ENSG00000108021	TASOR2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	5726801	5805703	chr10	5684731	5763779
ENSG00000057608	GDI2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5807186	5884095	chr10	5765223	5842132
ENSG00000270427	NRBF2P5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5818034	5818821	chr10	5776071	5776858
ENSG00000272764	RP11-318E3.9	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5855948	5856404	chr10	5813985	5814441
ENSG00000134461	ANKRD16	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5903580	5931869	chr10	5861616	5889906
ENSG00000240180	RPL12P28	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5903768	5904557	chr10	5861805	5862594
ENSG00000134452	FBH1	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	10	5931535	5979556	chr10	5890203	5937594
ENSG00000134453	RBM17	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	10	6130950	6159420	chr10	6089034	6117457
ENSG00000198879	SFMBT2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	10	7200586	7453450	chr10	7158624	7411488
ENSG00000165609	NUDT5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	12207324	12238143	chr10	12165330	12196144
ENSG00000151465	CDC123	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	12237964	12292588	chr10	12195965	12250589
ENSG00000265824	RN7SL232P	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	12303670	12303926	chrNA		
ENSG00000183049	CAMK1D	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	TRUE	10	12391481	12877545	chr10	12349547	12835545
ENSG00000221331	MIR548Q	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	12767253	12767352	chr10	12725254	12725353
ENSG00000165995	CACNB2	TRUE	TRUE	FALSE	FALSE	FALSE	FALSE	TRUE	10	18429606	18830798	chr10	18140424	18543557
ENSG00000235020	RP11-109I13.2	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	18523097	18550123	chr10	18206127	18261504
ENSG00000204682	MIR1915HG	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	21781587	21786191	chr10	21490272	21497260
ENSG00000222071	MIR1915	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	21785491	21785570	chr10	21496562	21496641
ENSG00000180592	SKIDA1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	21802407	21814611	chr10	21513475	21526368
ENSG00000078403	MLLT10	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	10	21823094	22032559	chr10	21524646	21743630
ENSG00000207347	RNU6-306P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	21853400	21853506	chr10	21564471	21564577
ENSG00000223984	HNRNPRP1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	21913521	21915215	chr10	21624592	21626286
ENSG00000201390	RNU6-1141P	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	21950564	21950670	chr10	21661635	21661741
ENSG00000136770	DNAJC1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	22045466	22292698	chr10	21756548	22003769
ENSG00000252634	RN7SKP219	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	22074221	22074516	chr10	21785292	21785587
ENSG00000201364	RN7SKP37	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	22222072	22222367	chr10	21933143	21933438
ENSG00000227313	LINC02630	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	36185802	36187891	chr10	35896874	35898963
ENSG00000150347	ARID5B	TRUE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	10	63661059	63856703	chr10	61901684	62096944
ENSG00000270754	NEK4P3	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	66814218	66814761	chr10	65054460	65055003
ENSG00000227173	MYL6P3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	66929196	66929627	chr10	65169438	65169869
ENSG00000183230	CTNNA3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	10	67672276	69455927	chr10	65912457	67763637
ENSG00000138316	ADAMTS14	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	10	72432559	72522197	chr10	70672506	70762441
ENSG00000242288	BMS1P4-AGAP5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	75434053	75490272	chr10	73674295	73730466
ENSG00000235316	DUSP8P5	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	75491582	75493396	chr10	73731824	73733638
ENSG00000196968	FUT11	FALSE	FALSE	TRUE	FALSE	FALSE	FALSE	FALSE	10	75532049	75540009	chr10	73772276	73780251
ENSG00000272589	ZSWIM8-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75556272	75561157	chr10	73796514	73801399
ENSG00000272916	RP11-574K11.31	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75556272	75571409	chr10	73796514	73811651
ENSG00000166507	NDST2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75561669	75571589	chr10	73801911	73811798
ENSG00000148660	CAMK2G	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75572259	75634343	chr10	73812501	73874591
ENSG00000224195	CAMK2G-AS1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75573276	75574495	chr10	73813518	73814737
ENSG00000229990	RP11-574K11.8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	75601591	75606324	chr10	73841833	73847115
ENSG00000035403	VCL	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	75757872	75879918	chr10	73995193	74121363
ENSG00000185009	AP3M1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	75881524	75910821	chr10	74120255	74150842
ENSG00000156110	ADK	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	75910960	76469061	chr10	74151202	74709963
ENSG00000213731	RAB5CP1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76183193	76183772	chr10	74423435	74424014
ENSG00000213525	FAM32CP	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	76504144	76504465	chr10	74744386	74744707
ENSG00000156650	KAT6B	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	TRUE	10	76585340	76792380	chr10	74824927	75032624
ENSG00000234149	RP11-77G23.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76762813	76784932	chr10	75003055	75025174
ENSG00000227186	RP11-77G23.5	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76783233	76784009	chr10	75023475	75024251
ENSG00000188716	DUSP29	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	76797594	76818272	chr10	75037472	75073642
ENSG00000237882	PPIAP13	TRUE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	76849006	76849483	chr10	75089248	75089725
ENSG00000079393	DUSP13	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	FALSE	10	76854192	76868979	chr10	75094432	75109221
ENSG00000156671	SAMD8	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76859344	76941881	chr10	75099586	75182123
ENSG00000232437	RPS26P42	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76884975	76885620	chr10	75125217	75125862
ENSG00000165637	VDAC2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76969912	76991206	chr10	75210154	75231448
ENSG00000165644	COMTD1	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	76993727	76995788	chr10	75233641	75236030
ENSG00000148655	LRMDA	TRUE	TRUE	FALSE	FALSE	TRUE	FALSE	FALSE	10	77360998	78319925	chr10	75431624	76560168
ENSG00000268659	RP11-310J24.3	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	77402234	77402857	chr10	75642476	75643106
ENSG00000228280	RP11-367B6.2	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	77502498	77503513	chr10	75742740	75743755
ENSG00000215921	AL731568.1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	77583444	77583536	chrNA		
ENSG00000138326	RPS24	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	79793518	79816570	chr10	78033760	78056813
ENSG00000230417	LINC00595	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	80008505	80434724	chr10	78179185	78551355
ENSG00000108175	ZMIZ1	FALSE	FALSE	FALSE	FALSE	TRUE	TRUE	TRUE	10	80828792	81076276	chr10	79068966	79316519
ENSG00000224851	LINC00502	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	FALSE	10	92806923	92821916	chr10	91033157	91062164
ENSG00000165338	HECTD2	FALSE	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	10	93170096	93274586	chr10	91409280	91514829
ENSG00000197430	OPALIN	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	98102973	98119092	chr10	96343221	96359365
ENSG00000095587	TLL2	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	98124363	98273675	chr10	96364608	96513926
ENSG00000155629	PIK3AP1	FALSE	FALSE	FALSE	FALSE	FALSE	TRUE	FALSE	10	98353069	98480271	chr10	96593315	96720514
