p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10248.hm3.sumstats.gz	-0.0058	0.0443	-0.13	0.8966	0.0095	0.0018	1.0288	0.0127	0.0011	0.0093	ukb-b-10248	Type of cancer: ICD10: C44.3 Skin of other and unspecified parts of face	NA	40006#C443: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	6034	456976	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8837.hm3.sumstats.gz	0.0428	0.0366	1.1688	0.2425	0.0105	0.0017	1.0008	0.0123	-0.0084	0.0089	ukb-b-8837	Cancer code, self-reported: basal cell carcinoma	NA	20001#1061: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	4290	458643	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4966.hm3.sumstats.gz	0.032	0.0315	1.0167	0.3093	0.0184	0.0024	1.0405	0.0119	-0.018	0.0079	ieu-b-4966	Pan cancer	Cancer	includes non-melanoma skin cancer	Disease	UK Biobank	NA	Burrows	2021	absolute risk	NA	442239	12321875	European	Males and Females	NA	EFO:0000311	HG19/GRCh37	public	70223	372016	NA	10.5523/bris.aed0u12w0ede20olb0m77p4b9
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-336.hm3.sumstats.gz	0.0978	0.0185	5.2925	1.2069e-7	0.1714	0.0086	1.079	0.0196	-0.0094	0.0098	ukb-a-336	Forced vital capacity (FVC)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	307638	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-31.hm3.sumstats.gz	0.2432	0.0231	10.5239	6.7019e-26	0.1084	0.0052	1.0612	0.0102	0.0157	0.0091	ukb-a-31	Alcohol usually taken with meals	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	172454	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	116941	55513	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16878.hm3.sumstats.gz	-0.2446	0.0201	-12.156	5.3306e-34	0.0998	0.0045	1.099	0.0112	-0.0124	0.0088	ukb-b-16878	Alcohol usually taken with meals	NA	1618: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	235645	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	159104	76541	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4141.hm3.sumstats.gz	-0.0292	0.0543	-0.5378	0.5907	0.005	0.0015	1.022	0.012	0.0083	0.0094	ukb-b-4141	Diagnoses - main ICD10: C44.3 Skin of other and unspecified parts of face	NA	41202#C443: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	3824	459186	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1468_4.hm3.sumstats.gz	-0.1646	0.0231	-7.1143	1.1245e-12	0.049	0.0024	1.0278	0.0085	-0.0043	0.0076	ukb-d-1468_4	Cereal type: Muesli	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	299898	13584943	European	Males and Females	NA	NA	HG19/GRCh37	public	61523	238375	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1468_5.hm3.sumstats.gz	0.0055	0.0267	0.2053	0.8373	0.0366	0.0023	1.0108	0.0085	-0.002	0.0076	ukb-d-1468_5	Cereal type: Other (e.g. Cornflakes, Frosties)	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	299898	13584943	European	Males and Females	NA	NA	HG19/GRCh37	public	58105	241793	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-401.hm3.sumstats.gz	-0.1592	0.0279	-5.7107	1.1253e-8	0.0215	0.0019	1.0542	0.0079	-0.0049	0.0069	ukb-a-401	Qualifications: CSEs or equivalent	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334070	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	44362	289708	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10505.hm3.sumstats.gz	0.1465	0.027	5.4234	5.8475e-8	0.0201	0.0016	1.077	0.0083	0.0066	0.0076	ukb-b-10505	Qualifications: CSEs or equivalent	NA	6138#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	59969	398110	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14898.hm3.sumstats.gz	0.0649	0.022	2.9489	0.0032	0.0624	0.003	1.0419	0.0118	-0.0102	0.0084	ukb-b-14898	Water intake	NA	1528: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	427588	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-5.hm3.sumstats.gz	-0.0885	0.0177	-4.9936	5.9275e-7	0.099	0.0038	1.0483	0.0112	-0.0185	0.0081	ukb-a-5	Time spent watching television (TV)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	319740	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-235.hm3.sumstats.gz	0.1319	0.0221	5.9726	2.3355e-9	0.1983	0.0102	1.0333	0.0104	-0.0027	0.009	ukb-a-235	Forced expiratory volume in 1-second (FEV1)  predicted percentage	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	110423	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-518.hm3.sumstats.gz	0.0272	0.0406	0.6696	0.5031	0.0105	0.0024	1.0063	0.0099	-0.001	0.007	ukb-a-518	Diagnoses - main ICD10: C44 Other malignant neoplasms of skin	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337199	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	4826	332373	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-59.hm3.sumstats.gz	-0.0521	0.0374	-1.3947	0.1631	0.0106	0.0019	0.9939	0.0089	0.0069	0.0064	ukb-a-59	Cancer code  self-reported: basal cell carcinoma	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337159	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	3156	334003	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-26.hm3.sumstats.gz	0.1354	0.0253	5.3575	8.4371e-8	0.0557	0.0034	1.0152	0.0085	0.0147	0.0077	ukb-a-26	Average weekly red wine intake	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	241008	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3357.hm3.sumstats.gz	-0.0216	0.0196	-1.0995	0.2715	0.1049	0.0062	1.0326	0.0121	-0.003	0.0083	ukb-b-3357	Birth weight of first child	NA	2744: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	200272	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5239.hm3.sumstats.gz	-0.1282	0.0231	-5.5471	2.9049e-8	0.0546	0.0029	1.025	0.0096	-0.0111	0.0076	ukb-b-5239	Average weekly red wine intake	NA	1568: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	327026	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4861.hm3.sumstats.gz	-0.0636	0.0214	-2.9731	0.0029	0.1205	0.0051	1.0349	0.0124	-0.0028	0.0086	ieu-b-4861	Chronotype	NA	Output from UKBiobank - stratified by sex	Categorical Ordered	NA	0	Samuel Jones	2018	NA	1	244207	11979082	European	Females	NA	EFO:0008328	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-18009.hm3.sumstats.gz	0.1391	0.0182	7.6311	2.3276e-14	0.0999	0.006	1.0476	0.0147	0.0072	0.0084	ukb-b-18009	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: Blood pressure medication	NA	6153#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	249710	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	43244	206466	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20379.hm3.sumstats.gz	-0.2458	0.0208	-11.8262	2.8592e-32	0.0625	0.0041	1.0303	0.0115	-0.0104	0.0076	ukb-b-20379	Medication for cholesterol, blood pressure, diabetes, or take exogenous hormones: None of the above	NA	6153#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	249710	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	172332	77378	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-18042.hm3.sumstats.gz	0.2492	0.0303	8.2213	2.0133e-16	0.0217	0.0019	1.0575	0.0087	0.0191	0.0075	ukb-b-18042	Illnesses of siblings: Diabetes	NA	20111#9: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	362826	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	31073	331753	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4063.hm3.sumstats.gz	0.5219	0.0167	31.1771	2.1767999999999994e-213	0.056	0.0022	1.0476	0.0117	0.0177	0.0093	ukb-b-4063	Number of self-reported non-cancer illnesses	NA	135: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-22.hm3.sumstats.gz	-0.5165	0.018	-28.6599	1.2073999999999997e-180	0.0613	0.0025	1.0238	0.0106	-0.0143	0.0085	ukb-a-22	Number of self-reported non-cancer illnesses	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337159	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-455.hm3.sumstats.gz	-0.4266	0.0223	-19.1104	2.0684e-81	0.0413	0.0024	1.0314	0.009	-0.0088	0.0083	ukb-a-455	Medication for pain relief  constipation  heartburn: Paracetamol	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	333581	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	72882	260699	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17595.hm3.sumstats.gz	0.4171	0.0203	20.531	1.1385e-93	0.042	0.0021	1.043	0.0103	0.0055	0.0091	ukb-b-17595	Medication for pain relief, constipation, heartburn: Paracetamol	NA	6154#3: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	457547	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	100943	356604	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12181.hm3.sumstats.gz	0.3722	0.0212	17.5585	5.1248e-69	0.0427	0.0026	1.0228	0.011	0.0086	0.0081	ukb-b-12181	Pain type(s) experienced in last month: Headache	NA	6159#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461857	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	93308	368549	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-194.hm3.sumstats.gz	-0.4577	0.0254	-18.0323	1.0862e-72	0.0318	0.0022	1.0355	0.0086	-0.0048	0.0084	ukb-a-194	Treatment/medication code: paracetamol	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337159	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	62050	275109	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1538_0.hm3.sumstats.gz	-0.3797	0.0231	-16.4502	8.3581e-61	0.0377	0.0024	1.0236	0.0105	-0.0188	0.008	ukb-d-1538_0	Major dietary changes in the last 5 years: No	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	360294	13586569	European	Males and Females	NA	NA	HG19/GRCh37	public	221368	138926	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11749.hm3.sumstats.gz	0.5387	0.0272	19.8067	2.6069999999999997e-87	0.0239	0.0017	1.1497	0.0097	0.0029	0.0086	ukb-b-11749	Destinations on discharge from hospital (recoded): Usual Place of residence	NA	41248#1000: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462837	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	299164	163673	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14598.hm3.sumstats.gz	0.5088	0.0305	16.6921	1.4963e-62	0.0233	0.0017	1.2018	0.0093	0.0107	0.0089	ukb-b-14598	Intended management of patient (recoded): No overnight hospital stay	NA	41244#200: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	455026	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	217289	237737	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20172.hm3.sumstats.gz	0.5252	0.0269	19.5031	1.0333000000000001e-84	0.0237	0.0017	1.1576	0.0095	8e-4	0.0086	ukb-b-20172	Sources of admission to hospital (recoded): Usual Place of residence	NA	41251#1000: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462793	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	305639	157154	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-XIII_MUSCULOSKELET.hm3.sumstats.gz	0.3092	0.0234	13.2129	7.396199999999999e-40	0.0436	0.0028	1.0163	0.0104	0.0227	0.0085	ukb-d-XIII_MUSCULOSKELET	Diseases of the musculoskeletal system and connective tissue	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	77099	284095	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-469.hm3.sumstats.gz	-0.3671	0.0228	-16.087	3.1493e-58	0.0435	0.0029	1.0099	0.0103	-0.0068	0.0078	ukb-a-469	Pain type(s) experienced in last month: Headache	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	336650	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	66967	269683	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-15784.hm3.sumstats.gz	0.5527	0.0294	18.8175	5.4238e-79	0.0227	0.0018	1.0954	0.0097	0.0105	0.0088	ukb-b-15784	Main speciality of consultant (recoded): General medicine	NA	41245#1310: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461894	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	81135	380759	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1260.hm3.sumstats.gz	0.5362	0.0262	20.4624	4.6621e-93	0.0346	0.0022	1.015	0.0091	4e-4	0.0081	ukb-b-1260	Spells in hospital	NA	41235: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	303963	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4844.hm3.sumstats.gz	-0.0739	0.0294	-2.5138	0.0119	0.1442	0.0274	1.2459	0.0506	-0.0138	0.0084	ieu-b-4844	HDL cholesterol	NA	Population estimate	NA	Within family GWAS consortium	0	Howe LJ	2022	NA	1	77409	7892377	European	Males and Females	NA	EFO:0004612	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-24.hm3.sumstats.gz	-0.2987	0.0231	-12.9037	4.2918e-38	0.0467	0.003	0.9822	0.0083	-0.019	0.0071	ieu-b-24	Age Of Smoking Initiation	Behavioural	NA	Continuous	GWAS and Sequencing Consortium of Alcohol and Nicotine use	1	Liu, M	2019	NA	1	341427	11894779	European	Males and Females	30643251	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14238.hm3.sumstats.gz	0.018	0.0243	0.7403	0.4591	0.0281	0.0018	1.0339	0.0084	-7e-4	0.0079	ukb-b-14238	Mineral and other dietary supplements: None of the above	NA	6179#100: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461384	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	262527	198857	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13891.hm3.sumstats.gz	0.2737	0.0339	8.0842	6.2586e-16	0.0116	0.0012	1.0117	0.0075	-0.0027	0.0083	ukb-b-13891	Mineral and other dietary supplements: Zinc	NA	6179#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461384	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	18826	442558	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11535.hm3.sumstats.gz	-0.069	0.0271	-2.5446	0.0109	0.0221	0.0017	1.0412	0.0087	-0.0021	0.0075	ukb-b-11535	Mineral and other dietary supplements: Glucosamine	NA	6179#2: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461384	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	89339	372045	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1448_1.hm3.sumstats.gz	0.1307	0.0227	5.7654	8.1459e-9	0.057	0.0027	1.0316	0.0097	0.0091	0.0087	ukb-d-1448_1	Bread type: White	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	348424	13586247	European	Males and Females	NA	NA	HG19/GRCh37	public	91452	256972	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-11075.hm3.sumstats.gz	-0.0369	0.0245	-1.5075	0.1317	0.0245	0.0017	1.0296	0.0087	0.0046	0.0073	ukb-b-11075	Mineral and other dietary supplements: Fish oil (including cod liver oil)	NA	6179#1: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	461384	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	145707	315677	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17001.hm3.sumstats.gz	0.2855	0.0338	8.455	2.7912e-17	0.0126	0.0013	1.0492	0.0075	-8e-4	0.0076	ukb-b-17001	Ever had bowel cancer screening	NA	2345: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	455259	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	146163	309096	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1183.hm3.sumstats.gz	0.4868	0.0266	18.309	7.0106e-75	0.2355	0.0149	1.0248	0.0104	0.0757	0.0096	ieu-a-1183	ADHD	Psychiatric / neurological	NA	Disease	PGC	0	Demontis	2017	\\N	1	55374	8047420	European	Males and Females	0	NA	HG19/GRCh37	public	20183	35191	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5801.hm3.sumstats.gz	-0.1337	0.0211	-6.3377	2.3318e-10	0.0756	0.0038	1.0379	0.0134	0.0072	0.0101	ukb-b-5801	Age started wearing glasses or contact lenses	NA	2217: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	397498	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-17685.hm3.sumstats.gz	0.3132	0.022	14.2282	6.1215e-46	0.0482	0.0024	1.0908	0.0106	0.0162	0.009	ukb-b-17685	Maternal smoking around birth	NA	1787: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	397732	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	121634	276098	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4711.hm3.sumstats.gz	-0.2163	0.018	-12.0291	2.5001999999999997e-33	0.0715	0.0025	1.0521	0.0114	-0.0192	0.0088	ukb-b-4711	Usual walking pace	NA	924: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	459915	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3460.hm3.sumstats.gz	0.1427	0.0253	5.632	1.7815e-8	0.0331	0.0021	1.0411	0.0104	0.0166	0.0081	ukb-b-3460	Alcohol intake versus 10 years previously	NA	1628: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	428117	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-39.hm3.sumstats.gz	-0.3122	0.0236	-13.2023	8.5153e-40	0.0504	0.0029	1.0324	0.0098	-0.0137	0.0087	ukb-a-39	Maternal smoking around birth	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	289727	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	88601	201126	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-73.hm3.sumstats.gz	0.0823	0.0213	3.8584	1e-4	0.0486	0.0023	0.9274	0.0102	0.005	0.0084	ieu-b-73	Alcoholic drinks per week	Behavioural	NA	Continuous	GWAS and Sequencing Consortium of Alcohol and Nicotine use	0	Liu, M	2019	NA	1	335394	11887865	European	Males and Females	30643251	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_noUKBB_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4879.hm3.sumstats.gz	-0.1162	0.0203	-5.7147	1.099e-8	0.0642	0.0102	1.0017	0.043	-0.0024	0.0082	ieu-b-4879	telomere length	Aging	NA	Risk factor	NA	NA	Codd	2021	Standard deviation change in log transformed telomere length	NA	472174	20134421	European	Males and Females	NA	EFO:0004505	HG19/GRCh37	public	NA	472174	NA	10.1101/2021.03.23.21253516
