p1	p2	rg	se	z	p	h2_obs	h2_obs_se	h2_int	h2_int_se	gcov_int	gcov_int_se	id	trait	subcategory	note	category	consortium	priority	author	year	unit	mr	sample_size	nsnp	population	sex	pmid	ontology	build	group_name	ncase	ncontrol	sd	doi
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-505.hm3.sumstats.gz	0.3081	0.0212	14.5083	1.0733e-47	0.0832	0.0045	1.0608	0.0102	0.0251	0.0081	ukb-a-505	Age completed full time education	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	226899	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20464.hm3.sumstats.gz	0.3692	0.1197	3.0842	0.002	0.0108	0.0059	1.0017	0.0109	0.0212	0.0126	ukb-b-20464	Doctor diagnosed COPD (chronic obstructive pulmonary disease)	NA	22130: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	112583	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	1658	110925	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8147.hm3.sumstats.gz	0.4576	0.0214	21.3465	4.2043e-101	0.0326	0.0018	1.0469	0.0095	0.034	0.0088	ukb-b-8147	Treatment/medication code: paracetamol	NA	20003#2038460150: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	85782	377151	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-IX_CIRCULATORY.hm3.sumstats.gz	0.3885	0.0259	15.0038	6.937e-51	0.0264	0.0019	1.0264	0.0082	0.0198	0.008	ukb-d-IX_CIRCULATORY	Diseases of the circulatory system	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	60504	300690	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-12646.hm3.sumstats.gz	0.5796	0.0288	20.1458	2.9312999999999997e-90	0.0252	0.0018	1.0886	0.0083	0.0357	0.0089	ukb-b-12646	Treatment speciality of consultant (recoded): General medicine	NA	41246#1490: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	448935	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	87031	361904	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-502.hm3.sumstats.gz	-0.071	0.0249	-2.8582	0.0043	0.0792	0.0045	1.0278	0.0094	-0.0261	0.0083	ukb-a-502	Job involves mainly walking or standing	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	190606	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-XVIII_MISCFINDINGS.hm3.sumstats.gz	0.624	0.0268	23.2994	4.4909e-120	0.0295	0.002	1.0238	0.0088	0.0417	0.0088	ukb-d-XVIII_MISCFINDINGS	Symptoms, signs and abnormal clinical and laboratory findings, not elsewhere classified	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	97602	263592	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-19950.hm3.sumstats.gz	0.5904	0.0249	23.7176	2.3721999999999996e-124	0.0267	0.0017	1.1056	0.0091	0.0283	0.0089	ukb-b-19950	Operative procedures - main OPCS: X99.8 No procedure performed	NA	41200#X998: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	121646	341364	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST90002039.hm3.sumstats.gz	0.0769	0.0435	1.7689	0.0769	0.9408	0.535	0.9625	0.0133	-0.0091	0.0065	ebi-a-GCST90002039	CD80 on monocyte	NA	NA	NA	NA	0	Orr<U+00F9> V	2020	NA	1	2850	14821110	European	NA	32929287	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-79.hm3.sumstats.gz	0.112	0.022	5.0898	3.5838e-7	0.0935	0.0076	0.8508	0.011	-0.0046	0.0075	ieu-a-79	Waist-to-hip ratio	Anthropometric	Adjusted for BMI	Risk factor	GIANT	10	Shungin D	2015	SD	1	210082	2542432	European	Males and Females	25673412	NA	HG19/GRCh37	public	NA	NA	0.07607940864	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-78.hm3.sumstats.gz	0.1102	0.0216	5.1034	3.3357e-7	0.0943	0.0076	0.848	0.011	-0.0042	0.0074	ieu-a-78	Waist-to-hip ratio	Anthropometric	Adjusted for BMI	Risk factor	GIANT	9	Shungin D	2015	SD	1	224452	2544137	Mixed	Males and Females	25673412	NA	HG19/GRCh37	public	NA	NA	0.07607940864	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-81.hm3.sumstats.gz	0.0769	0.025	3.0821	0.0021	0.1176	0.0134	0.9022	0.0122	-4e-4	0.0076	ieu-a-81	Waist-to-hip ratio	Anthropometric	Adjusted for BMI	Risk factor	GIANT	12	Shungin D	2015	SD	1	116740	2467779	European	Females	25673412	NA	HG19/GRCh37	public	NA	NA	0.07703981045	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-68.hm3.sumstats.gz	0.0595	0.0237	2.5074	0.0122	0.117	0.0099	0.8866	0.0099	-4e-4	0.0073	ieu-a-68	Waist circumference	Anthropometric	Adjusted for BMI	Risk factor	GIANT	11	Shungin D	2015	SD (cm)	1	134038	2474453	Mixed	Females	25673412	NA	HG19/GRCh37	public	NA	NA	12.52	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST90002036.hm3.sumstats.gz	0.1673	0.1581	1.0579	0.2901	0.2951	0.2957	0.9839	0.0098	-0.011	0.0069	ebi-a-GCST90002036	CD80 on CD62L+ myeloid Dendritic Cell	NA	NA	NA	NA	0	Orr<U+00F9> V	2020	NA	1	2871	14829665	European	NA	32929287	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-69.hm3.sumstats.gz	0.0601	0.024	2.5054	0.0122	0.115	0.0098	0.8893	0.0099	-2e-4	0.0073	ieu-a-69	Waist circumference	Anthropometric	Adjusted for BMI	Risk factor	GIANT	12	Shungin D	2015	SD (cm)	1	127469	2473036	European	Females	25673412	NA	HG19/GRCh37	public	NA	NA	12.52	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-66.hm3.sumstats.gz	0.0432	0.0195	2.2084	0.0272	0.1111	0.0072	0.8202	0.0096	-0.0017	0.0073	ieu-a-66	Waist circumference	Anthropometric	Adjusted for BMI; effect allele frequecies are missing	Risk factor	GIANT	9	Shungin D	2015	SD (cm)	1	245746	2547573	Mixed	Males and Females	25673412	NA	HG19/GRCh37	public	NA	NA	12.52	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-67.hm3.sumstats.gz	0.0445	0.0197	2.2639	0.0236	0.11	0.0071	0.8223	0.0097	-0.0022	0.0072	ieu-a-67	Waist circumference	Anthropometric	Adjusted for BMI; effect allele frequecies are missing	Risk factor	GIANT	10	Shungin D	2015	SD (cm)	1	231353	2546074	European	Males and Females	25673412	NA	HG19/GRCh37	public	NA	NA	12.52	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-80.hm3.sumstats.gz	0.0757	0.0246	3.0744	0.0021	0.119	0.0134	0.8994	0.0121	-3e-4	0.0076	ieu-a-80	Waist-to-hip ratio	Anthropometric	Adjusted for BMI	Risk factor	GIANT	11	Shungin D	2015	SD	1	123302	2468367	Mixed	Females	25673412	NA	HG19/GRCh37	public	NA	NA	0.07703981045	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST007091.hm3.sumstats.gz	0.0574	0.0235	2.4462	0.0144	0.0321	0.0025	0.9833	0.0098	0.0109	0.0073	ebi-a-GCST007091	Osteoarthritis (hip)	NA	NA	NA	NA	0	Tachmazidou I	2019	NA	1	393873	29771219	European	NA	30664745	NA	HG19/GRCh37	public	15704	378169	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16311.hm3.sumstats.gz	0.1279	0.0241	5.3029	1.1399e-7	0.1345	0.0074	1.0106	0.0092	0.0081	0.0078	ukb-b-16311	Interval between previous point and current one in alphanumeric path (trail #2)	NA	20155: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	105451	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-a-1.hm3.sumstats.gz	0.0092	0.0752	0.1228	0.9023	0.0364	0.0938	1.0173	0.0649	-0.0154	0.0083	ieu-a-1	Adiponectin	Protein	NA	Risk factor	ADIPOGen	1	Dastani Z	2012	ln(mg/dL)	1	39883	2675209	Mixed	Males and Females	22479202	NA	HG19/GRCh37	public	NA	NA	0.57	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-ASTHMA_MEDICATIO_COMORB.hm3.sumstats.gz	0.1862	0.0349	5.3431	9.1356e-8	0.0138	0.0017	1.0064	0.0081	0.01	0.0074	ukb-d-ASTHMA_MEDICATIO_COMORB	Medication related adverse effects	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	20094	341100	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-533.hm3.sumstats.gz	-0.0166	0.0164	-1.0159	0.3097	0.1187	0.0325	1.123	0.1228	0.0285	0.0106	ukb-b-533	Ease of skin tanning	NA	1727: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	453065	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-20140.hm3.sumstats.gz	0.124	0.0245	5.0663	4.056e-7	0.1392	0.008	1.0029	0.0095	0.0056	0.0075	ukb-b-20140	Duration to complete alphanumeric path (trail #2)	NA	20157: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	99477	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-13416.hm3.sumstats.gz	0.0183	0.0192	0.9541	0.34	0.3816	0.0306	1.1084	0.0349	0.0106	0.0086	ukb-b-13416	6mm weak meridian (right)	NA	5098: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	84303	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-H7_LENS.hm3.sumstats.gz	0.1425	0.031	4.5995	4.2357e-6	0.0162	0.0018	1.0064	0.008	0.0066	0.007	ukb-d-H7_LENS	Disorders of lens	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	17076	344118	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-15625.hm3.sumstats.gz	-0.1702	0.0261	-6.5339	6.4063e-11	0.1012	0.007	1.0278	0.009	3e-4	0.0075	ukb-b-15625	Number of symbol digit matches made correctly	NA	20159: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	113106	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-1806.hm3.sumstats.gz	-0.155	0.0251	-6.1741	6.6524e-10	0.11	0.0075	1.0243	0.0095	2e-4	0.0075	ukb-b-1806	Number of symbol digit matches attempted	NA	20195: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	113106	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ebi-a-GCST90002311.hm3.sumstats.gz	0.0087	0.0269	0.3239	0.746	0.0484	0.006	1.1033	0.0149	0.0024	0.0073	ebi-a-GCST90002311	Hemoglobin concentration	NA	NA	NA	NA	0	Chen MH	2020	NA	1	149861	15410015	East Asian	NA	32888493	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-19585.hm3.sumstats.gz	0.1457	0.0256	5.6913	1.2607e-8	0.1138	0.0075	1.0268	0.0097	-9e-4	0.0079	ukb-b-19585	Duration to entering value	NA	20230: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Continuous	MRC-IEU	1	Ben Elsworth	2018	SD	1	113410	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-34.hm3.sumstats.gz	5e-4	0.0184	0.0264	0.979	0.1466	0.0097	1.0067	0.02	0.0047	0.0089	ukb-a-34	Comparative body size at age 10	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	331693	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4959.hm3.sumstats.gz	-0.0448	0.0246	-1.8228	0.0683	0.0363	0.0057	1.0509	0.0263	-0.0193	0.0085	ieu-b-4959	Malignant non-melanoma skin cancer	Cancer	NA	Disease	UK Biobank	NA	Burrows	2021	absolute risk	NA	395710	12321875	European	Males and Females	NA	EFO:0009260	HG19/GRCh37	public	23694	372016	NA	10.5523/bris.aed0u12w0ede20olb0m77p4b9
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-C_OTHER_SKIN.hm3.sumstats.gz	-0.0404	0.0261	-1.5451	0.1223	0.0276	0.0044	1.0225	0.0162	-0.0056	0.008	ukb-d-C_OTHER_SKIN	Other malignant neoplasms of skin	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	14402	346792	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-C3_SKIN.hm3.sumstats.gz	-0.0393	0.0266	-1.4749	0.1402	0.0264	0.0046	1.0263	0.0163	-0.0088	0.008	ukb-d-C3_SKIN	Malignant neoplasm of skin	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	16531	344663	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-C_SKIN.hm3.sumstats.gz	-0.0393	0.0266	-1.4749	0.1402	0.0264	0.0046	1.0263	0.0163	-0.0088	0.008	ukb-d-C_SKIN	Cancer of skin	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	361194	13586589	European	Males and Females	NA	NA	HG19/GRCh37	public	16531	344663	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10248.hm3.sumstats.gz	-0.0119	0.0417	-0.2863	0.7746	0.0096	0.0017	1.0279	0.0125	0.0011	0.0092	ukb-b-10248	Type of cancer: ICD10: C44.3 Skin of other and unspecified parts of face	NA	40006#C443: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	6034	456976	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-8837.hm3.sumstats.gz	0.0296	0.0374	0.7918	0.4285	0.0106	0.0017	0.9997	0.0118	-0.0069	0.0098	ukb-b-8837	Cancer code, self-reported: basal cell carcinoma	NA	20001#1061: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	462933	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	4290	458643	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4966.hm3.sumstats.gz	0.0288	0.0315	0.917	0.3591	0.0184	0.0023	1.0402	0.0118	-0.0216	0.0079	ieu-b-4966	Pan cancer	Cancer	includes non-melanoma skin cancer	Disease	UK Biobank	NA	Burrows	2021	absolute risk	NA	442239	12321875	European	Males and Females	NA	EFO:0000311	HG19/GRCh37	public	70223	372016	NA	10.5523/bris.aed0u12w0ede20olb0m77p4b9
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-336.hm3.sumstats.gz	0.0935	0.0179	5.2382	1.6214e-7	0.1714	0.0085	1.0794	0.0192	-0.0048	0.0099	ukb-a-336	Forced vital capacity (FVC)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	307638	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-31.hm3.sumstats.gz	0.2576	0.0221	11.6329	2.8046e-31	0.1081	0.0051	1.0619	0.0104	0.0272	0.009	ukb-a-31	Alcohol usually taken with meals	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	172454	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	116941	55513	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-16878.hm3.sumstats.gz	-0.2559	0.0201	-12.7055	5.5102e-37	0.1	0.0044	1.0978	0.011	-0.0238	0.009	ukb-b-16878	Alcohol usually taken with meals	NA	1618: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	235645	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	159104	76541	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-4141.hm3.sumstats.gz	-0.047	0.054	-0.8694	0.3846	0.005	0.0015	1.0219	0.0117	0.0113	0.01	ukb-b-4141	Diagnoses - main ICD10: C44.3 Skin of other and unspecified parts of face	NA	41202#C443: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	463010	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	3824	459186	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1468_4.hm3.sumstats.gz	-0.1814	0.0234	-7.7454	9.5282e-15	0.0487	0.0025	1.0293	0.0083	-0.0085	0.008	ukb-d-1468_4	Cereal type: Muesli	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	299898	13584943	European	Males and Females	NA	NA	HG19/GRCh37	public	61523	238375	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-d-1468_5.hm3.sumstats.gz	0.0164	0.027	0.6084	0.5429	0.0367	0.0023	1.0104	0.0083	0.0047	0.0079	ukb-d-1468_5	Cereal type: Other (e.g. Cornflakes, Frosties)	NA	NA	Binary	NA	0	Neale lab	2018	NA	1	299898	13584943	European	Males and Females	NA	NA	HG19/GRCh37	public	58105	241793	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-401.hm3.sumstats.gz	-0.1773	0.0272	-6.5078	7.6256e-11	0.0216	0.0019	1.0535	0.008	-0.011	0.0069	ukb-a-401	Qualifications: CSEs or equivalent	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	334070	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	44362	289708	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-10505.hm3.sumstats.gz	0.1571	0.0264	5.96	2.5223e-9	0.0203	0.0015	1.0756	0.0078	0.0158	0.0077	ukb-b-10505	Qualifications: CSEs or equivalent	NA	6138#4: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Binary	MRC-IEU	1	Ben Elsworth	2018	SD	1	458079	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	59969	398110	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-14898.hm3.sumstats.gz	0.0555	0.0208	2.6683	0.0076	0.0625	0.0031	1.0422	0.0119	-0.0075	0.0085	ukb-b-14898	Water intake	NA	1528: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	427588	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-5.hm3.sumstats.gz	-0.0981	0.0177	-5.5421	2.9879e-8	0.0992	0.0039	1.0476	0.011	-0.0307	0.0087	ukb-a-5	Time spent watching television (TV)	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	319740	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-235.hm3.sumstats.gz	0.1335	0.021	6.3564	2.0648e-10	0.1993	0.0104	1.0311	0.0104	0.0023	0.009	ukb-a-235	Forced expiratory volume in 1-second (FEV1)  predicted percentage	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	110423	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-518.hm3.sumstats.gz	0.0416	0.0401	1.0378	0.2994	0.0104	0.0023	1.0073	0.0097	-0.0038	0.0074	ukb-a-518	Diagnoses - main ICD10: C44 Other malignant neoplasms of skin	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337199	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	4826	332373	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-59.hm3.sumstats.gz	-0.0441	0.0353	-1.2486	0.2118	0.0107	0.0019	0.9934	0.0084	0.0073	0.0067	ukb-a-59	Cancer code  self-reported: basal cell carcinoma	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	337159	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	3156	334003	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-a-26.hm3.sumstats.gz	0.1503	0.0254	5.9165	3.2895e-9	0.0558	0.0034	1.0145	0.0087	0.0238	0.0078	ukb-a-26	Average weekly red wine intake	NA	NA	NA	Neale Lab	1	Neale	2017	SD	1	241008	10894596	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-3357.hm3.sumstats.gz	-0.0174	0.0192	-0.9081	0.3638	0.1054	0.0062	1.0307	0.0117	-0.0026	0.0086	ukb-b-3357	Birth weight of first child	NA	2744: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	200272	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ukb-b-5239.hm3.sumstats.gz	-0.139	0.0231	-6.0222	1.7202e-9	0.0547	0.0029	1.0244	0.0094	-0.0219	0.0078	ukb-b-5239	Average weekly red wine intake	NA	1568: Output from GWAS pipeline using Phesant derived variables from UKBiobank	Categorical Ordered	MRC-IEU	1	Ben Elsworth	2018	SD	1	327026	9851867	European	Males and Females	NA	NA	HG19/GRCh37	public	NA	NA	NA	NA
results/ldsc/munged/pgc_mdd_full_eur_hg19_v3.49.24.11.sumstats.gz	resources/open_gwas/datasets/ieu-b-4861.hm3.sumstats.gz	-0.0587	0.021	-2.8022	0.0051	0.1204	0.005	1.0351	0.0127	-0.0188	0.009	ieu-b-4861	Chronotype	NA	Output from UKBiobank - stratified by sex	Categorical Ordered	NA	0	Samuel Jones	2018	NA	1	244207	11979082	European	Females	NA	EFO:0008328	HG19/GRCh37	public	NA	NA	NA	NA
