"field_name"	"rls"	"Path"	"Category"	"Field"	"Participants"	"Items"	"Stability"	"ValueType"	"Units"	"ItemType"	"Strata"	"Sexed"	"Instances"	"Array"	"Coding"	"Notes"	"Link"	"category"	"field_tag"	"fields_used"
25834	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Subcallosal Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Subcallosal Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25834"	"Bulk brain-tissue measures"	"258342.0.lnr"	"258342.0.lnr"
25836	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Paracingulate Gyrus (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Paracingulate Gyrus"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25836"	"Bulk brain-tissue measures"	"258362.0.lnr"	"258362.0.lnr"
25838	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Cingulate Gyrus, anterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Cingulate Gyrus, anterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25838"	"Bulk brain-tissue measures"	"258382.0.lnr"	"258382.0.lnr"
25840	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Cingulate Gyrus, posterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Cingulate Gyrus, posterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25840"	"Bulk brain-tissue measures"	"258402.0.lnr"	"258402.0.lnr"
25842	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Precuneous Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Precuneous Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25842"	"Bulk brain-tissue measures"	"258422.0.lnr"	"258422.0.lnr"
25844	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Cuneal Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Cuneal Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25844"	"Bulk brain-tissue measures"	"258442.0.lnr"	"258442.0.lnr"
25846	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Frontal Orbital Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Frontal Orbital Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25846"	"Bulk brain-tissue measures"	"258462.0.lnr"	"258462.0.lnr"
25848	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Parahippocampal Gyrus, anterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Parahippocampal Gyrus, anterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25848"	"Bulk brain-tissue measures"	"258482.0.lnr"	"258482.0.lnr"
25850	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Parahippocampal Gyrus, posterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Parahippocampal Gyrus, posterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25850"	"Bulk brain-tissue measures"	"258502.0.lnr"	"258502.0.lnr"
25852	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Lingual Gyrus (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Lingual Gyrus"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25852"	"Bulk brain-tissue measures"	"258522.0.lnr"	"258522.0.lnr"
25854	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Temporal Fusiform Cortex, anterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Temporal Fusiform Cortex, anterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25854"	"Bulk brain-tissue measures"	"258542.0.lnr"	"258542.0.lnr"
25856	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Temporal Fusiform Cortex, posterior division (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Temporal Fusiform Cortex, posterior division"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25856"	"Bulk brain-tissue measures"	"258562.0.lnr"	"258562.0.lnr"
25858	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Temporal Occipital Fusiform Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Temporal Occipital Fusiform Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25858"	"Bulk brain-tissue measures"	"258582.0.lnr"	"258582.0.lnr"
25860	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Occipital Fusiform Gyrus (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Occipital Fusiform Gyrus"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25860"	"Bulk brain-tissue measures"	"258602.0.lnr"	"258602.0.lnr"
25862	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Frontal Operculum Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Frontal Operculum Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25862"	"Bulk brain-tissue measures"	"258622.0.lnr"	"258622.0.lnr"
25864	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Central Opercular Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Central Opercular Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25864"	"Bulk brain-tissue measures"	"258642.0.lnr"	"258642.0.lnr"
25866	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Parietal Operculum Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Parietal Operculum Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25866"	"Bulk brain-tissue measures"	"258662.0.lnr"	"258662.0.lnr"
25868	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Planum Polare (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Planum Polare"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25868"	"Bulk brain-tissue measures"	"258682.0.lnr"	"258682.0.lnr"
25870	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Heschl's Gyrus (includes H1 and H2) (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Heschl's Gyrus (includes H1 and H2)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25870"	"Bulk brain-tissue measures"	"258702.0.lnr"	"258702.0.lnr"
25872	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Planum Temporale (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Planum Temporale"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25872"	"Bulk brain-tissue measures"	"258722.0.lnr"	"258722.0.lnr"
25874	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Supracalcarine Cortex (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Supracalcarine Cortex"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25874"	"Bulk brain-tissue measures"	"258742.0.lnr"	"258742.0.lnr"
25876	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Occipital Pole (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Occipital Pole"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25876"	"Bulk brain-tissue measures"	"258762.0.lnr"	"258762.0.lnr"
25878	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Thalamus (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Thalamus"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25878"	"Bulk brain-tissue measures"	"258782.0.lnr"	"258782.0.lnr"
25880	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Caudate (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Caudate"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25880"	"Bulk brain-tissue measures"	"258802.0.lnr"	"258802.0.lnr"
25882	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Putamen (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Putamen"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25882"	"Bulk brain-tissue measures"	"258822.0.lnr"	"258822.0.lnr"
25884	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Pallidum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Pallidum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25884"	"Bulk brain-tissue measures"	"258842.0.lnr"	"258842.0.lnr"
25886	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Hippocampus (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Hippocampus"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25886"	"Bulk brain-tissue measures"	"258862.0.lnr"	"258862.0.lnr"
25888	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Amygdala (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Amygdala"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25888"	"Bulk brain-tissue measures"	"258882.0.lnr"	"258882.0.lnr"
25890	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Ventral Striatum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Ventral Striatum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25890"	"Bulk brain-tissue measures"	"258902.0.lnr"	"258902.0.lnr"
25892	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Brain-Stem"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Brain-Stem"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25892"	"Bulk brain-tissue measures"	"25892"	"25892"
25893	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in I-IV Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left I-IV Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25893"	"Bulk brain-tissue measures"	"258932.0.lnr"	"258932.0.lnr"
25895	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in V Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left V Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25895"	"Bulk brain-tissue measures"	"258952.0.lnr"	"258952.0.lnr"
25897	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VI Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left VI Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25897"	"Bulk brain-tissue measures"	"258972.0.lnr"	"258972.0.lnr"
25898	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VI Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis VI Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25898"	"Bulk brain-tissue measures"	"25898"	"25898"
25900	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Crus I Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Crus I Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25900"	"Bulk brain-tissue measures"	"259002.0.lnr"	"259002.0.lnr"
25901	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Crus I Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis Crus I Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25901"	"Bulk brain-tissue measures"	"25901"	"25901"
25903	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Crus II Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left Crus II Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25903"	"Bulk brain-tissue measures"	"259032.0.lnr"	"259032.0.lnr"
25904	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in Crus II Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis Crus II Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25904"	"Bulk brain-tissue measures"	"25904"	"25904"
25906	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIb Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left VIIb Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25906"	"Bulk brain-tissue measures"	"259062.0.lnr"	"259062.0.lnr"
25907	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIb Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis VIIb Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25907"	"Bulk brain-tissue measures"	"25907"	"25907"
25909	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIIa Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left VIIIa Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25909"	"Bulk brain-tissue measures"	"259092.0.lnr"	"259092.0.lnr"
25910	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIIa Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis VIIIa Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25910"	"Bulk brain-tissue measures"	"25910"	"25910"
25912	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIIb Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left VIIIb Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25912"	"Bulk brain-tissue measures"	"259122.0.lnr"	"259122.0.lnr"
25913	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in VIIIb Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis VIIIb Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25913"	"Bulk brain-tissue measures"	"25913"	"25913"
25915	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in IX Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left IX Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25915"	"Bulk brain-tissue measures"	"259152.0.lnr"	"259152.0.lnr"
25916	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in IX Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis IX Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25916"	"Bulk brain-tissue measures"	"25916"	"25916"
25918	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in X Cerebellum (left)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Left X Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25918"	"Bulk brain-tissue measures"	"259182.0.lnr"	"259182.0.lnr"
25919	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Regional grey matter volumes (FAST)"	1101	"Volume of grey matter in X Cerebellum (vermis)"	39767	41194	"Accruing"	"Continuous"	"mm3"	"Data"	"Derived"	"Unisex"	2	1	NA	"Volume of grey matter in Vermis X Cerebellum"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=25919"	"Bulk brain-tissue measures"	"25919"	"25919"
26500	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI"	110	"T2-FLAIR used (in addition to T1) to run FreeSurfer"	40098	41470	"Accruing"	"Categorical single"	""	"Data"	"Derived"	"Unisex"	2	1	7	"Whether the T2-FLAIR was used or not (in addition to the T1) to run FreeSurfer"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26500"	"Bulk brain-tissue measures"	"26500"	"26500"
26501	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of 3rd-Ventricle (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of 3rd-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26501"	"Subcortical measures"	"26501"	"26501"
26502	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of 4th-Ventricle (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of 4th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26502"	"Subcortical measures"	"26502"	"26502"
26503	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of 5th-Ventricle (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of 5th-Ventricle in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26503"	"Subcortical measures"	"26503"	"26503"
26504	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of Brain-Stem (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of Brain-Stem in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26504"	"Subcortical measures"	"26504"	"26504"
26505	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of CSF (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of CSF in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26505"	"Subcortical measures"	"26505"	"26505"
26506	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of WM-hypointensities (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26506"	"Subcortical measures"	"26506"	"26506"
26507	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of non-WM-hypointensities (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of non-WM-hypointensities in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26507"	"Subcortical measures"	"26507"	"26507"
26508	"ukb40531"	"UK Biobank Assessment Centre > Imaging > Brain MRI > T1 structural brain MRI > Freesurfer ASEG"	190	"Mean intensity of Optic-Chiasm (whole brain)"	40098	41470	"Accruing"	"Continuous"	"AU"	"Data"	"Derived"	"Unisex"	2	1	NA	"Mean intensity of Optic-Chiasm in the whole brain generated by subcortical volumetric segmentation (aseg)"	"http://biobank.ctsu.ox.ac.uk/showcase/field.cgi?id=26508"	"Subcortical measures"	"26508"	"26508"
